,Year,Category,Prize Share,Laureate ID,Laureate Type,FullName,BirthDate,Birth City,Birth Country,Sex,OrganizationName,OrganizationCountry
200,1937,Physics,1/2,44,Individual,Clinton Joseph Davisson,1881-10-22,"Bloomington, IL",United States of America,Male,Bell Telephone Laboratories,United States of America
201,1937,Physics,1/2,45,Individual,George Paget Thomson,1892-05-03,Cambridge,United Kingdom,Male,London University,United Kingdom
202,1938,Chemistry,1/1,198,Individual,Richard Kuhn,1900-12-03,Vienna,Austria-Hungary (Austria),Male,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Medizinische Forschung,Germany
203,1938,Chemistry,1/1,198,Individual,Richard Kuhn,1900-12-03,Vienna,Austria-Hungary (Austria),Male,University of Heidelberg,Germany
204,1938,Literature,1/1,610,Individual,Pearl Buck,1892-06-26,"Hillsboro, WV",United States of America,Female,Not Applicable,Not Applicable
205,1938,Medicine,1/1,333,Individual,Corneille Jean François Heymans,1892-03-28,Ghent,Belgium,Male,Ghent University,Belgium
206,1938,Peace,1/1,503,Organization,Office international Nansen pour les Réfugiés (Nansen International Office for Refugees),,,,org,Not Applicable,Not Applicable
207,1938,Physics,1/1,46,Individual,Enrico Fermi,1901-09-29,Rome,Italy,Male,Rome University,Italy
208,1939,Chemistry,1/2,199,Individual,Adolf Friedrich Johann Butenandt,1903-03-24,Bremerhaven-Lehe,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biochemie,Germany
209,1939,Chemistry,1/2,199,Individual,Adolf Friedrich Johann Butenandt,1903-03-24,Bremerhaven-Lehe,Germany,Male,Berlin University,Germany
210,1939,Chemistry,1/2,200,Individual,Leopold Ruzicka,1887-09-13,Vukovar,Austria-Hungary (Croatia),Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Switzerland
211,1939,Literature,1/1,613,Individual,Frans Eemil Sillanpää,1888-09-16,Hämeenkyrö,Russian Empire (Finland),Male,Not Applicable,Not Applicable
212,1939,Medicine,1/1,334,Individual,Gerhard Domagk,1895-10-30,Lagow,Germany (Poland),Male,Munster University,Germany
213,1939,Physics,1/1,47,Individual,Ernest Orlando Lawrence,1901-08-08,"Canton, SD",United States of America,Male,University of California,United States of America
214,1943,Chemistry,1/1,201,Individual,George de Hevesy,1885-08-01,Budapest,Austria-Hungary (Hungary),Male,Stockholm University,Sweden
215,1943,Medicine,1/2,335,Individual,Henrik Carl Peter Dam,1895-02-21,Copenhagen,Denmark,Male,Polytechnic Institute,Denmark
216,1943,Medicine,1/2,336,Individual,Edward Adelbert Doisy,1893-11-13,"Hume, IL",United States of America,Male,Saint Louis University,United States of America
217,1943,Physics,1/1,48,Individual,Otto Stern,1888-02-17,Sorau (Zory),Germany (Poland),Male,Carnegie Institute of Technology,United States of America
218,1944,Chemistry,1/1,202,Individual,Otto Hahn,1879-03-08,Frankfurt-on-the-Main,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Chemie,Germany
219,1944,Literature,1/1,614,Individual,Johannes Vilhelm Jensen,1873-01-20,Farsø,Denmark,Male,Not Applicable,Not Applicable
220,1944,Medicine,1/2,337,Individual,Joseph Erlanger,1874-01-05,"San Francisco, CA",United States of America,Male,Washington University,United States of America
221,1944,Medicine,1/2,338,Individual,Herbert Spencer Gasser,1888-07-05,"Platteville, WI",United States of America,Male,Rockefeller Institute for Medical Research,United States of America
222,1944,Peace,1/1,482,Organization,Comité international de la Croix Rouge (International Committee of the Red Cross),,,,org,Not Applicable,Not Applicable
223,1944,Physics,1/1,49,Individual,Isidor Isaac Rabi,1898-07-29,Rymanow,Austria-Hungary (Poland),Male,Columbia University,United States of America
224,1945,Chemistry,1/1,203,Individual,Artturi Ilmari Virtanen,1895-01-15,Helsinki,Russian Empire (Finland),Male,University of Helsinki,Finland
225,1945,Literature,1/1,615,Individual,Gabriela Mistral,1889-04-07,Vicuña,Chile,Female,Not Applicable,Not Applicable
226,1945,Medicine,1/3,339,Individual,Sir Alexander Fleming,1881-08-06,Lochfield,Scotland,Male,London University,United Kingdom
227,1945,Medicine,1/3,340,Individual,Ernst Boris Chain,1906-06-19,Berlin,Germany,Male,University of Oxford,United Kingdom
228,1945,Medicine,1/3,341,Individual,Sir Howard Walter Florey,1898-09-24,Adelaide,Australia,Male,University of Oxford,United Kingdom
229,1945,Peace,1/1,505,Individual,Cordell Hull,1871-10-02,"Olympus, TN",United States of America,Male,Not Applicable,Not Applicable
230,1945,Physics,1/1,50,Individual,Wolfgang Pauli,1900-04-25,Vienna,Austria,Male,Princeton University,United States of America
231,1946,Chemistry,1/2,204,Individual,James Batcheller Sumner,1887-11-19,"Canton, MA",United States of America,Male,Cornell University,United States of America
232,1946,Chemistry,1/4,205,Individual,John Howard Northrop,1891-07-05,"Yonkers, NY",United States of America,Male,Rockefeller Institute for Medical Research,United States of America
233,1946,Chemistry,1/4,206,Individual,Wendell Meredith Stanley,1904-08-16,"Ridgeville, IN",United States of America,Male,Rockefeller Institute for Medical Research,United States of America
234,1946,Literature,1/1,617,Individual,Hermann Hesse,1877-07-02,Calw,Germany,Male,Not Applicable,Not Applicable
235,1946,Medicine,1/1,342,Individual,Hermann Joseph Muller,1890-12-21,"New York, NY",United States of America,Male,Indiana University,United States of America
236,1946,Peace,1/2,506,Individual,Emily Greene Balch,1867-01-08,"Jamaica Plain, MA (Boston)",United States of America,Female,Not Applicable,Not Applicable
237,1946,Peace,1/2,507,Individual,John Raleigh Mott,1865-05-25,"Livingston Manor, NY",United States of America,Male,Not Applicable,Not Applicable
238,1946,Physics,1/1,51,Individual,Percy Williams Bridgman,1882-04-21,"Cambridge, MA",United States of America,Male,Harvard University,United States of America
239,1947,Chemistry,1/1,207,Individual,Sir Robert Robinson,1886-09-13,"Rufford, near Chesterfield",United Kingdom,Male,University of Oxford,United Kingdom
240,1947,Literature,1/1,618,Individual,André Paul Guillaume Gide,1869-11-22,Paris,France,Male,Not Applicable,Not Applicable
241,1947,Medicine,1/4,343,Individual,Carl Ferdinand Cori,1896-12-05,Prague,Austria-Hungary (Czech Republic),Male,Washington University,United States of America
242,1947,Medicine,1/4,344,Individual,"Gerty Theresa Cori, née Radnitz",1896-08-15,Prague,Austria-Hungary (Czech Republic),Female,Washington University,United States of America
243,1947,Medicine,1/2,345,Individual,Bernardo Alberto Houssay,1887-04-10,Buenos Aires,Argentina,Male,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Argentina
244,1947,Peace,1/2,508,Organization,Friends Service Council (The Quakers),,,,org,Not Applicable,Not Applicable
245,1947,Peace,1/2,509,Organization,American Friends Service Committee (The Quakers),,,,org,Not Applicable,Not Applicable
246,1947,Physics,1/1,52,Individual,Sir Edward Victor Appleton,1892-09-06,Bradford,United Kingdom,Male,Department of Scientific and Industrial Research,United Kingdom
247,1948,Chemistry,1/1,208,Individual,Arne Wilhelm Kaurin Tiselius,1902-08-10,Stockholm,Sweden,Male,Uppsala University,Sweden
248,1948,Literature,1/1,619,Individual,Thomas Stearns Eliot,1888-09-26,"St. Louis, MO",United States of America,Male,Not Applicable,Not Applicable
249,1948,Medicine,1/1,346,Individual,Paul Hermann Müller,1899-01-12,Olten,Switzerland,Male,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Switzerland
250,1948,Physics,1/1,53,Individual,Patrick Maynard Stuart Blackett,1897-11-18,London,United Kingdom,Male,Victoria University,United Kingdom
251,1949,Chemistry,1/1,209,Individual,William Francis Giauque,1895-05-12,Niagara Falls,Canada,Male,University of California,United States of America
252,1949,Literature,1/1,620,Individual,William Faulkner,1897-09-25,"New Albany, MS",United States of America,Male,Not Applicable,Not Applicable
253,1949,Medicine,1/2,347,Individual,Walter Rudolf Hess,1881-03-17,Frauenfeld,Switzerland,Male,University of Zurich,Switzerland
254,1949,Medicine,1/2,348,Individual,Antonio Caetano de Abreu Freire Egas Moniz,1874-11-29,Avanca,Portugal,Male,University of Lisbon,Portugal
255,1949,Medicine,1/2,348,Individual,Antonio Caetano de Abreu Freire Egas Moniz,1874-11-29,Avanca,Portugal,Male,Neurological Institute,Portugal
256,1949,Peace,1/1,510,Individual,Lord (John) Boyd Orr of Brechin,1880-09-23,Kilmaurs,Scotland,Male,Not Applicable,Not Applicable
257,1949,Physics,1/1,54,Individual,Hideki Yukawa,1907-01-23,Tokyo,Japan,Male,Kyoto Imperial University,Japan
258,1949,Physics,1/1,54,Individual,Hideki Yukawa,1907-01-23,Tokyo,Japan,Male,Columbia University,United States of America
259,1950,Chemistry,1/2,210,Individual,Otto Paul Hermann Diels,1876-01-23,Hamburg,Germany,Male,Kiel University,Federal Republic of Germany
260,1950,Chemistry,1/2,211,Individual,Kurt Alder,1902-07-10,Königshütte (Chorzów),Prussia (Poland),Male,Cologne University,Federal Republic of Germany
261,1950,Literature,1/1,621,Individual,Earl (Bertrand Arthur William) Russell,1872-05-18,Trelleck,United Kingdom,Male,Not Applicable,Not Applicable
262,1950,Medicine,1/3,349,Individual,Edward Calvin Kendall,1886-03-08,"South Norwalk, CT",United States of America,Male,Mayo Clinic,United States of America
263,1950,Medicine,1/3,350,Individual,Tadeus Reichstein,1897-07-20,Wloclawek,Poland,Male,Basel University,Switzerland
264,1950,Medicine,1/3,351,Individual,Philip Showalter Hench,1896-02-28,"Pittsburgh, PA",United States of America,Male,Mayo Clinic,United States of America
265,1950,Peace,1/1,511,Individual,Ralph Bunche,1904-08-07,"Detroit, MI",United States of America,Male,Harvard University,United States of America
266,1950,Physics,1/1,55,Individual,Cecil Frank Powell,1903-12-05,Tonbridge,United Kingdom,Male,Bristol University,United Kingdom
267,1951,Chemistry,1/2,212,Individual,Edwin Mattison McMillan,1907-09-18,"Redondo Beach, CA",United States of America,Male,University of California,United States of America
268,1951,Chemistry,1/2,213,Individual,Glenn Theodore Seaborg,1912-04-19,"Ishpeming, MI",United States of America,Male,University of California,United States of America
269,1951,Literature,1/1,622,Individual,Pär Fabian Lagerkvist,1891-05-23,Växjö,Sweden,Male,Not Applicable,Not Applicable
270,1951,Medicine,1/1,352,Individual,Max Theiler,1899-01-30,Pretoria,South Africa,Male,"Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation",United States of America
271,1951,Peace,1/1,512,Individual,Léon Jouhaux,1879-07-01,Paris,France,Male,Not Applicable,Not Applicable
272,1951,Physics,1/2,56,Individual,Sir John Douglas Cockcroft,1897-05-27,Todmorden,United Kingdom,Male,Atomic Energy Research Establishment,United Kingdom
273,1951,Physics,1/2,57,Individual,Ernest Thomas Sinton Walton,1903-10-06,Dungarvan,Ireland,Male,Trinity College,Ireland
274,1952,Chemistry,1/2,214,Individual,Archer John Porter Martin,1910-03-01,London,United Kingdom,Male,National Institute for Medical Research,United Kingdom
275,1952,Chemistry,1/2,215,Individual,Richard Laurence Millington Synge,1914-10-28,Liverpool,United Kingdom,Male,Rowett Research Institute,United Kingdom
276,1952,Literature,1/1,623,Individual,François Mauriac,1885-10-11,Bordeaux,France,Male,Not Applicable,Not Applicable
277,1952,Medicine,1/1,353,Individual,Selman Abraham Waksman,1888-07-22,Priluka (Nova Pryluka),Russian Empire (Ukraine),Male,Rutgers University,United States of America
278,1952,Peace,1/1,513,Individual,Albert Schweitzer,1875-01-14,Kaysersberg,Germany (France),Male,Not Applicable,Not Applicable
279,1952,Physics,1/2,58,Individual,Felix Bloch,1905-10-23,Zurich,Switzerland,Male,Stanford University,United States of America
280,1952,Physics,1/2,59,Individual,Edward Mills Purcell,1912-08-30,"Taylorville, IL",United States of America,Male,Harvard University,United States of America
281,1953,Chemistry,1/1,216,Individual,Hermann Staudinger,1881-03-23,Worms,Germany,Male,University of Freiburg,Federal Republic of Germany
282,1953,Chemistry,1/1,216,Individual,Hermann Staudinger,1881-03-23,Worms,Germany,Male,"Staatliches Institut für makromolekulare Chemie (State Research Institute for Macromolecular Chemistry), Freiburg",Federal Republic of Germany
283,1953,Literature,1/1,624,Individual,Sir Winston Leonard Spencer Churchill,1874-11-30,Woodstock,United Kingdom,Male,Not Applicable,Not Applicable
284,1953,Medicine,1/2,354,Individual,Hans Adolf Krebs,1900-08-25,Hildesheim,Germany,Male,Sheffield University,United Kingdom
285,1953,Medicine,1/2,355,Individual,Fritz Albert Lipmann,1899-06-12,Koenigsberg (Kaliningrad),Germany (Russia),Male,Harvard Medical School,United States of America
286,1953,Medicine,1/2,355,Individual,Fritz Albert Lipmann,1899-06-12,Koenigsberg (Kaliningrad),Germany (Russia),Male,Massachusetts General Hospital,United States of America
287,1953,Peace,1/1,514,Individual,George Catlett Marshall,1880-12-31,"Uniontown, PA",United States of America,Male,Not Applicable,Not Applicable
288,1953,Physics,1/1,60,Individual,Frits Zernike,1888-07-16,Amsterdam,Netherlands,Male,Groningen University,Netherlands
289,1954,Chemistry,1/1,217,Individual,Linus Carl Pauling,1901-02-28,"Portland, OR",United States of America,Male,California Institute of Technology (Caltech),United States of America
290,1954,Literature,1/1,625,Individual,Ernest Miller Hemingway,1899-07-21,"Oak Park, IL",United States of America,Male,Not Applicable,Not Applicable
291,1954,Medicine,1/3,356,Individual,John Franklin Enders,1897-02-10,"West Hartford, CT",United States of America,Male,Harvard Medical School,United States of America
292,1954,Medicine,1/3,356,Individual,John Franklin Enders,1897-02-10,"West Hartford, CT",United States of America,Male,"Research Division of Infectious Diseases, Children's Medical Center",United States of America
293,1954,Medicine,1/3,357,Individual,Thomas Huckle Weller,1915-06-15,"Ann Arbor, MI",United States of America,Male,"Research Division of Infectious Diseases, Children's Medical Center",United States of America
294,1954,Medicine,1/3,358,Individual,Frederick Chapman Robbins,1916-08-25,"Auburn, AL",United States of America,Male,Western Reserve University,United States of America
295,1954,Peace,1/1,515,Organization,Office of the United Nations High Commissioner for Refugees (UNHCR),,,,org,Not Applicable,Not Applicable
296,1954,Physics,1/2,61,Individual,Max Born,1882-12-11,Breslau (Wroclaw),Germany (Poland),Male,Edinburgh University,United Kingdom
297,1954,Physics,1/2,62,Individual,Walther Bothe,1891-01-08,Oranienburg,Germany,Male,University of Heidelberg,Federal Republic of Germany
298,1954,Physics,1/2,62,Individual,Walther Bothe,1891-01-08,Oranienburg,Germany,Male,Max-Planck-Institut für medizinische Forschung,Federal Republic of Germany
299,1955,Chemistry,1/1,218,Individual,Vincent du Vigneaud,1901-05-18,"Chicago, IL",United States of America,Male,Cornell University,United States of America
300,1955,Literature,1/1,626,Individual,Halldór Kiljan Laxness,1902-04-23,Reykjavik,Iceland,Male,Not Applicable,Not Applicable
301,1955,Medicine,1/1,359,Individual,Axel Hugo Theodor Theorell,1903-07-06,Linköping,Sweden,Male,"Karolinska Institutet, Nobel Medical Institute",Sweden
302,1955,Physics,1/2,63,Individual,Willis Eugene Lamb,1913-07-12,"Los Angeles, CA",United States of America,Male,Stanford University,United States of America
303,1955,Physics,1/2,64,Individual,Polykarp Kusch,1911-01-26,Blankenburg,Germany,Male,Columbia University,United States of America
304,1956,Chemistry,1/2,219,Individual,Sir Cyril Norman Hinshelwood,1897-05-19,London,United Kingdom,Male,University of Oxford,United Kingdom
305,1956,Chemistry,1/2,220,Individual,Nikolay Nikolaevich Semenov,1896-04-03,Saratov,Russia,Male,Institute for Chemical Physics of the Academy of Sciences of the USSR,Union of Soviet Socialist Republics
306,1956,Literature,1/1,627,Individual,Juan Ramón Jiménez,1881-12-24,Moguer,Spain,Male,Not Applicable,Not Applicable
307,1956,Medicine,1/3,360,Individual,André Frédéric Cournand,1895-09-24,Paris,France,Male,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital",United States of America
308,1956,Medicine,1/3,361,Individual,Werner Forssmann,1904-08-29,Berlin,Germany,Male,Mainz University,Federal Republic of Germany
309,1956,Medicine,1/3,361,Individual,Werner Forssmann,1904-08-29,Berlin,Germany,Male,,Federal Republic of Germany
310,1956,Medicine,1/3,362,Individual,Dickinson W. Richards,1895-10-30,"Orange, NJ",United States of America,Male,Columbia University,United States of America
311,1956,Physics,1/3,65,Individual,William Bradford Shockley,1910-02-13,London,United Kingdom,Male,"Semiconductor Laboratory of Beckman Instruments, Inc.",United States of America
312,1956,Physics,1/3,66,Individual,John Bardeen,1908-05-23,"Madison, WI",United States of America,Male,University of Illinois,United States of America
313,1956,Physics,1/3,67,Individual,Walter Houser Brattain,1902-02-10,Amoy,China,Male,Bell Telephone Laboratories,United States of America
314,1957,Chemistry,1/1,221,Individual,Lord (Alexander R.) Todd,1907-10-02,Glasgow,Scotland,Male,University of Cambridge,United Kingdom
315,1957,Literature,1/1,628,Individual,Albert Camus,1913-11-07,Mondovi,French Algeria (Algeria),Male,Not Applicable,Not Applicable
316,1957,Medicine,1/1,363,Individual,Daniel Bovet,1907-03-23,Neuchâtel,Switzerland,Male,Istituto Superiore di Sanità (Chief Institute of Public Health),Italy
317,1957,Peace,1/1,516,Individual,Lester Bowles Pearson,1897-04-23,Toronto,Canada,Male,Not Applicable,Not Applicable
318,1957,Physics,1/2,68,Individual,Chen Ning Yang,1922-09-22,"Hofei, Anhwei",China,Male,Institute for Advanced Study,United States of America
319,1957,Physics,1/2,69,Individual,Tsung-Dao (T.D.) Lee,1926-11-24,Shanghai,China,Male,Columbia University,United States of America
320,1958,Chemistry,1/1,222,Individual,Frederick Sanger,1918-08-13,Rendcombe,United Kingdom,Male,University of Cambridge,United Kingdom
321,1958,Literature,1/1,629,Individual,Boris Leonidovich Pasternak,1890-02-10,Moscow,Russia,Male,Not Applicable,Not Applicable
322,1958,Medicine,1/4,364,Individual,George Wells Beadle,1903-10-22,"Wahoo, NE",United States of America,Male,California Institute of Technology (Caltech),United States of America
323,1958,Medicine,1/4,365,Individual,Edward Lawrie Tatum,1909-12-14,"Boulder, CO",United States of America,Male,Rockefeller Institute for Medical Research,United States of America
324,1958,Medicine,1/2,366,Individual,Joshua Lederberg,1925-05-23,"Montclair, NJ",United States of America,Male,University of Wisconsin,United States of America
325,1958,Peace,1/1,517,Individual,Georges Pire,1910-02-10,Dinant,Belgium,Male,Not Applicable,Not Applicable
326,1958,Physics,1/3,70,Individual,Pavel Alekseyevich Cherenkov,1904-07-28,Novaya Chigla,Russia,Male,P.N. Lebedev Physical Institute,Union of Soviet Socialist Republics
327,1958,Physics,1/3,71,Individual,Igor Yevgenyevich Tamm,1895-07-08,Vladivostok,Russia,Male,University of Moscow,Union of Soviet Socialist Republics
328,1958,Physics,1/3,71,Individual,Igor Yevgenyevich Tamm,1895-07-08,Vladivostok,Russia,Male,P.N. Lebedev Physical Institute,Union of Soviet Socialist Republics
329,1958,Physics,1/3,721,Individual,Il´ja Mikhailovich Frank,1908-10-23,Leningrad (Saint Petersburg),Russia,Male,University of Moscow,Union of Soviet Socialist Republics
330,1958,Physics,1/3,721,Individual,Il´ja Mikhailovich Frank,1908-10-23,Leningrad (Saint Petersburg),Russia,Male,P.N. Lebedev Physical Institute,Union of Soviet Socialist Republics
331,1959,Chemistry,1/1,223,Individual,Jaroslav Heyrovsky,1890-12-20,Prague,Austria-Hungary (Czech Republic),Male,Polarographic Institute of the Czechoslovak Academy of Science,Czechoslovakia
332,1959,Literature,1/1,630,Individual,Salvatore Quasimodo,1901-08-20,Modica,Italy,Male,Not Applicable,Not Applicable
333,1959,Medicine,1/2,367,Individual,Severo Ochoa,1905-09-24,Luarca,Spain,Male,"New York University, College of Medicine",United States of America
334,1959,Medicine,1/2,368,Individual,Arthur Kornberg,1918-03-03,"Brooklyn, NY",United States of America,Male,Stanford University,United States of America
335,1959,Peace,1/1,518,Individual,Philip J. Noel-Baker,1889-11-01,London,United Kingdom,Male,Not Applicable,Not Applicable
336,1959,Physics,1/2,72,Individual,Emilio Gino Segrè,1905-02-01,Tivoli,Italy,Male,University of California,United States of America
337,1959,Physics,1/2,73,Individual,Owen Chamberlain,1920-07-10,"San Francisco, CA",United States of America,Male,University of California,United States of America
338,1960,Chemistry,1/1,224,Individual,Willard Frank Libby,1908-12-17,"Grand Valley, CO",United States of America,Male,University of California,United States of America
339,1960,Literature,1/1,631,Individual,Saint-John Perse,1887-05-31,Pointe-à-Pitre,Guadeloupe Island,Male,Not Applicable,Not Applicable
340,1960,Medicine,1/2,369,Individual,Sir Frank Macfarlane Burnet,1899-09-03,Traralgon,Australia,Male,Walter and Eliza Hall Institute for Medical Research,Australia
341,1960,Medicine,1/2,370,Individual,Peter Brian Medawar,1915-02-28,Rio de Janeiro,Brazil,Male,University College,United Kingdom
342,1960,Peace,1/1,519,Individual,Albert John Lutuli,1898-00-00,Bulawayo,Southern Rhodesia (Zimbabwe),Male,Not Applicable,Not Applicable
343,1960,Physics,1/1,74,Individual,Donald Arthur Glaser,1926-09-21,"Cleveland, OH",United States of America,Male,University of California,United States of America
344,1961,Chemistry,1/1,225,Individual,Melvin Calvin,1911-04-08,"St. Paul, MN",United States of America,Male,University of California,United States of America
345,1961,Literature,1/1,633,Individual,Ivo Andric,1892-10-10,Dolac,Bosnia (Bosnia and Herzegovina),Male,Not Applicable,Not Applicable
346,1961,Medicine,1/1,371,Individual,Georg von Békésy,1899-06-03,Budapest,Hungary,Male,Harvard University,United States of America
347,1961,Peace,1/1,520,Individual,Dag Hjalmar Agne Carl Hammarskjöld,1905-07-29,Jönköping,Sweden,Male,Not Applicable,Not Applicable
348,1961,Physics,1/2,75,Individual,Robert Hofstadter,1915-02-05,"New York, NY",United States of America,Male,Stanford University,United States of America
349,1961,Physics,1/2,76,Individual,Rudolf Ludwig Mössbauer,1929-01-31,Munich,Germany,Male,Technical University,Federal Republic of Germany
350,1961,Physics,1/2,76,Individual,Rudolf Ludwig Mössbauer,1929-01-31,Munich,Germany,Male,California Institute of Technology (Caltech),United States of America
351,1962,Chemistry,1/2,226,Individual,Max Ferdinand Perutz,1914-05-19,Vienna,Austria,Male,MRC Laboratory of Molecular Biology,United Kingdom
352,1962,Chemistry,1/2,227,Individual,John Cowdery Kendrew,1917-03-24,Oxford,United Kingdom,Male,MRC Laboratory of Molecular Biology,United Kingdom
353,1962,Literature,1/1,634,Individual,John Steinbeck,1902-02-27,"Salinas, CA",United States of America,Male,Not Applicable,Not Applicable
354,1962,Medicine,1/3,372,Individual,Francis Harry Compton Crick,1916-06-08,Northampton,United Kingdom,Male,MRC Laboratory of Molecular Biology,United Kingdom
355,1962,Medicine,1/3,373,Individual,James Dewey Watson,1928-04-06,"Chicago, IL",United States of America,Male,Harvard University,United States of America
356,1962,Medicine,1/3,374,Individual,Maurice Hugh Frederick Wilkins,1916-12-15,Pongaroa,New Zealand,Male,London University,United Kingdom
357,1962,Peace,1/1,217,Individual,Linus Carl Pauling,1901-02-28,"Portland, OR",United States of America,Male,California Institute of Technology (Caltech),United States of America
358,1962,Physics,1/1,77,Individual,Lev Davidovich Landau,1908-01-22,Baku,Russian Empire (Azerbaijan),Male,Academy of Sciences,Union of Soviet Socialist Republics
359,1963,Chemistry,1/2,228,Individual,Karl Ziegler,1898-11-26,Helsa,Germany,Male,Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research),Federal Republic of Germany
360,1963,Chemistry,1/2,229,Individual,Giulio Natta,1903-02-26,Imperia,Italy,Male,Institute of Technology,Italy
361,1963,Literature,1/1,635,Individual,Giorgos Seferis,1900-03-13,Smyrna (Izmir),Ottoman Empire (Turkey),Male,Not Applicable,Not Applicable
362,1963,Medicine,1/3,375,Individual,Sir John Carew Eccles,1903-01-27,Melbourne,Australia,Male,Australian National University,Australia
363,1963,Medicine,1/3,376,Individual,Alan Lloyd Hodgkin,1914-02-05,Banbury,United Kingdom,Male,University of Cambridge,United Kingdom
364,1963,Medicine,1/3,377,Individual,Andrew Fielding Huxley,1917-11-22,Hampstead,United Kingdom,Male,University College,United Kingdom
365,1963,Peace,1/2,482,Organization,Comité international de la Croix Rouge (International Committee of the Red Cross),,,,org,Not Applicable,Not Applicable
366,1963,Peace,1/2,523,Organization,Ligue des Sociétés de la Croix-Rouge (League of Red Cross Societies),,,,org,Not Applicable,Not Applicable
367,1963,Physics,1/2,78,Individual,Eugene Paul Wigner,1902-11-17,Budapest,Austria-Hungary (Hungary),Male,Princeton University,United States of America
368,1963,Physics,1/4,79,Individual,Maria Goeppert Mayer,1906-06-28,Kattowitz (Katowice),Germany (Poland),Female,University of California,United States of America
369,1963,Physics,1/4,80,Individual,J. Hans D. Jensen,1907-06-25,Hamburg,Germany,Male,University of Heidelberg,Federal Republic of Germany
370,1964,Chemistry,1/1,230,Individual,Dorothy Crowfoot Hodgkin,1910-05-12,Cairo,Egypt,Female,"University of Oxford, Royal Society",United Kingdom
371,1964,Literature,1/1,637,Individual,Jean-Paul Sartre,1905-06-21,Paris,France,Male,Not Applicable,Not Applicable
372,1964,Medicine,1/2,378,Individual,Konrad Bloch,1912-01-21,Neisse (Nysa),Germany (Poland),Male,Harvard University,United States of America
373,1964,Medicine,1/2,379,Individual,Feodor Lynen,1911-04-06,Munich,Germany,Male,Max-Planck-Institut für Zellchemie,Federal Republic of Germany
374,1964,Peace,1/1,524,Individual,Martin Luther King Jr.,1929-01-15,"Atlanta, GA",United States of America,Male,Not Applicable,Not Applicable
375,1964,Physics,1/2,81,Individual,Charles Hard Townes,1915-07-28,"Greenville, SC",United States of America,Male,Massachusetts Institute of Technology (MIT),United States of America
376,1964,Physics,1/4,82,Individual,Nicolay Gennadiyevich Basov,1922-12-14,Usman,Union of Soviet Socialist Republics (Russia),Male,P.N. Lebedev Physical Institute,Union of Soviet Socialist Republics
377,1964,Physics,1/4,83,Individual,Aleksandr Mikhailovich Prokhorov,1916-07-11,Atherton,Australia,Male,P.N. Lebedev Physical Institute,Union of Soviet Socialist Republics
378,1965,Chemistry,1/1,231,Individual,Robert Burns Woodward,1917-04-10,"Boston, MA",United States of America,Male,Harvard University,United States of America
379,1965,Literature,1/1,638,Individual,Mikhail Aleksandrovich Sholokhov,1905-05-24,Veshenskaya,Russia,Male,Not Applicable,Not Applicable
380,1965,Medicine,1/3,380,Individual,François Jacob,1920-06-17,Nancy,France,Male,Institut Pasteur,France
381,1965,Medicine,1/3,381,Individual,André Lwoff,1902-05-08,Ainay-le-Château,France,Male,Institut Pasteur,France
382,1965,Medicine,1/3,382,Individual,Jacques Monod,1910-02-09,Paris,France,Male,Institut Pasteur,France
383,1965,Peace,1/1,525,Organization,United Nations Children's Fund (UNICEF),,,,org,Not Applicable,Not Applicable
384,1965,Physics,1/3,84,Individual,Sin-Itiro Tomonaga,1906-03-31,Kyoto,Japan,Male,Tokyo University of Education,Japan
385,1965,Physics,1/3,85,Individual,Julian Schwinger,1918-02-12,"New York, NY",United States of America,Male,Harvard University,United States of America
386,1965,Physics,1/3,86,Individual,Richard P. Feynman,1918-05-11,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),United States of America
387,1966,Chemistry,1/1,232,Individual,Robert S. Mulliken,1896-06-07,"Newburyport, MA",United States of America,Male,University of Chicago,United States of America
388,1966,Literature,1/2,639,Individual,Shmuel Yosef Agnon,1888-07-17,Buczacz (Buchach),Austria-Hungary (Ukraine),Male,Not Applicable,Not Applicable
389,1966,Literature,1/2,640,Individual,Nelly Sachs,1891-12-10,Berlin,Germany,Female,Not Applicable,Not Applicable
390,1966,Medicine,1/2,383,Individual,Peyton Rous,1879-10-05,"Baltimore, MD",United States of America,Male,Rockefeller University,United States of America
391,1966,Medicine,1/2,384,Individual,Charles Brenton Huggins,1901-09-22,Halifax,Canada,Male,"University of Chicago, Ben May Laboratory for Cancer Research",United States of America
392,1966,Physics,1/1,87,Individual,Alfred Kastler,1902-05-03,Guebwiller,Germany (France),Male,École Normale Supérieure,France
393,1967,Chemistry,1/2,233,Individual,Manfred Eigen,1927-05-09,Bochum,Germany,Male,Max-Planck-Institut für Physikalische Chemie,Federal Republic of Germany
